"Date","Record Number","Record Type","Project Name","Status","Short Notes",
"11/01/2018","P18BP07724","Building Permit","Multi-Family Residence Other","Final",,
"11/01/2018","P18BP07723","Building Permit","Multi-Family Residence Other","Final",,
"11/01/2018","P18BP07722","Building Permit","Multi-Family Residence Other","Final",,
"11/01/2018","P18BP07721","Building Permit","Multi-Family Residence Other","Final",,
"11/01/2018","P18BP07720","Building Permit","Multi-Family Residence Other","Issued",,
"10/31/2018","P18BP07719","Building Permit","Multi-Family Residence Other","Final",,
"10/31/2018","P18BP07717","Building Permit","Multi-Family Residence Other","Issued",,
"10/31/2018","P18BP07709","Building Permit","Single Family Residence","Issued",,
"10/31/2018","P18BP07708","Building Permit","Single Family Residence Addition","Final",,
"10/31/2018","P18BP07706","Building Permit","Commercial Building Addition","Void",,
"10/31/2018","P18BP07704","Building Permit","Single Family Residence Alteration","Final",,
"10/31/2018","P18BP07703","Building Permit","Single Family Residence Alteration","Issued",,
"10/31/2018","P18BP07702","Building Permit","Single Family Residence Alteration","Withdrawn",,
"10/31/2018","P18BP07701","Building Permit","Commercial Building Other","Issued",,
"10/31/2018","P18BP07693","Building Permit","New Single Family Residence","Issued",,
"10/31/2018","P18BP07691","Building Permit","Single Family Residence Addition","Approved",,
"10/31/2018","P18BP07690","Building Permit","Single Family Residence Addition","Issued",,
"10/31/2018","P18BP07688","Building Permit","Single Family Residence Addition","Final",,
"10/31/2018","P18BP07686","Building Permit","Single Family Residence Addition","Issued",,
"10/31/2018","P18BP07683","Building Permit","Single Family Residence Alteration","Final",,
"10/30/2018","P18BP07674","Building Permit","Single Family Residence New","Issued",,
"10/30/2018","P18BP07672","Building Permit","Commercial Building Other","Issued",,
"10/30/2018","P18BP07669","Building Permit","Single Family Residence Addition","Final",,
"10/30/2018","P18BP07658","Building Permit","Single Family Residence Addition","Issued",,
"10/29/2018","P18BP07650","Building Permit","Single Family Residence New","Issued",,
"10/29/2018","P18BP07645","Building Permit","Single Family Residence Alteration","Issued",,
"10/29/2018","P18BP07642","Building Permit","Single Family Residence New","Issued",,
"10/29/2018","P18BP07641","Building Permit","Tenant Improvement","C of O",,
"10/29/2018","P18BP07634","Building Permit","Single Family Residence Alteration","Final",,
"10/29/2018","P18BP07633","Building Permit","Single Family Residence New","Issued",,
"10/29/2018","P18BP07632","Building Permit","Single Family Residence New","Final",,
"10/29/2018","P18BP07631","Building Permit","Commercial Building Other","Final",,
"10/29/2018","P18BP07628","Building Permit","Single Family Residence New","Issued",,
"10/29/2018","P18BP07625","Building Permit","Single Family Residence New","Issued",,
"10/29/2018","P18BP07618","Building Permit","Single Family Residence Alteration","Issued",,
"10/29/2018","P18BP07617","Building Permit","Tenant Improvement","Issued",,
"10/29/2018","P18BP07616","Building Permit","Single Family Residence Alteration","Final",,
"10/29/2018","P18BP07613","Building Permit","Single Family Residence New","Withdrawn",,
"10/29/2018","P18BP07611","Building Permit","Single Family Residence Alteration","Final",,
"10/29/2018","P18BP07607","Building Permit","Single Family Residence New","Request for Corrections",,
"10/26/2018","P18BP07597","Building Permit","Single Family Residence Alteration","Final",,
"10/26/2018","P18BP07596","Building Permit","Single Family Residence Addition","Deficient",,
"10/26/2018","P18BP07594","Building Permit","Tenant Improvement","C of O",,
"10/26/2018","P18BP07593","Building Permit","Single Family Residence Addition","Final",,
"10/26/2018","P18BP07592","Building Permit","Single Family Residence Addition","Issued",,
"10/26/2018","P18BP07591","Building Permit","Single Family Residence New","Issued",,
"10/26/2018","P18BP07586","Building Permit","Commercial Building Other","Approved",,
"10/25/2018","P18BP07577","Building Permit","Single Family Residence Addition","Issued",,
"10/25/2018","P18BP07572","Building Permit","Single Family Residence Alteration","Issued",,
"10/25/2018","P18BP07571","Building Permit","COMBO/SNEW -","Issued",,
"10/25/2018","P18BP07565","Building Permit","Single Family Residence Addition","Issued",,
"10/25/2018","P18BP07561","Building Permit","Commercial Building Other","Issued",,
"10/25/2018","P18BP07558","Building Permit","Single Family Residence New","Approved",,
"10/25/2018","P18BP07552","Building Permit","Single Family Residence Alteration","Final",,
"10/25/2018","P18BP07548","Building Permit","Single Family Residence New","Issued",,
"10/25/2018","P18BP07544","Building Permit","Single Family Residence New","Final",,
"10/25/2018","P18BP07542","Building Permit","Single Family Residence New","Final",,
"10/24/2018","P18BP07528","Building Permit","Single Family Residence Alteration","Withdrawn",,
"10/24/2018","P18BP07527","Building Permit","Single Family Residence Alteration","Issued",,
"10/24/2018","P18BP07526","Building Permit","Single Family Residence Alteration","Final",,
"10/24/2018","P18BP07525","Building Permit","Single Family Residence Alteration","Final",,
"10/24/2018","P18BP07524","Building Permit","Commercial Building Other","Final",,
"10/24/2018","P18BP07523","Building Permit","Single Family Residence Addition","Issued",,
"10/24/2018","P18BP07522","Building Permit","Single Family Residence Other","Final",,
"10/24/2018","P18BP07519","Building Permit","Single Family Residence New","Final",,
"10/24/2018","P18BP07518","Building Permit","Single Family Residence New","Issued",,
"10/24/2018","P18BP07517","Building Permit","Single Family Residence New","Issued",,
"10/24/2018","P18BP07516","Building Permit","Single Family Residence Addition","Final",,
"10/23/2018","P18BP07514","Building Permit","Single Family Residence New","Issued",,
"10/23/2018","P18BP07513","Building Permit","Single Family Residence New","Issued",,
"10/23/2018","P18BP07507","Building Permit","Single Family Residence Alteration","Final",,
"10/23/2018","P18BP07506","Building Permit","Commercial Building Addition","Issued",,
"10/23/2018","P18BP07505","Building Permit","Commercial Building Addition","Issued",,
"10/23/2018","P18BP07504","Building Permit","Commercial Building Addition","Issued",,
"10/23/2018","P18BP07503","Building Permit","Commercial Building Addition","Issued",,
"10/23/2018","P18BP07502","Building Permit","Commercial Building Other","Approved",,
"10/23/2018","P18BP07497","Building Permit","Single Family Residence Other","Issued",,
"10/23/2018","P18BP07495","Building Permit","Single Family Residence New","Issued",,
"10/23/2018","P18BP07494","Building Permit","Single Family Residence New","Final",,
"10/23/2018","P18BP07491","Building Permit","Single Family Residence New","Issued",,
"10/23/2018","P18BP07487","Building Permit","Commercial Building Addition","Issued",,
"10/23/2018","P18BP07486","Building Permit","Single Family Residence New","Issued",,
"10/23/2018","P18BP07484","Building Permit","Commercial Building Alteration","Final",,
"10/23/2018","P18BP07480","Building Permit","Tenant Improvement","C of O",,
"10/23/2018","P18BP07474","Building Permit","Single Family Residence Addition","Final",,
"10/23/2018","P18BP07473","Building Permit","Single Family Residence Addition","Issued",,
"10/23/2018","P18BP07472","Building Permit","Single Family Residence New","Deficient",,
"10/23/2018","P18BP07471","Building Permit","Single Family Residence New","Issued",,
"10/23/2018","P18BP07470","Building Permit","Single Family Residence New","Issued",,
"10/22/2018","P18BP07469","Building Permit","Single Family Residence New","Issued",,
"10/22/2018","P18BP07467","Building Permit","Single Family Residence New","Issued",,
"10/22/2018","P18BP07465","Building Permit","Single Family Residence Addition","Final",,
"10/22/2018","P18BP07462","Building Permit","Single Family Residence Addition","Issued",,
"10/22/2018","P18BP07456","Building Permit","Commercial Building Addition","Issued",,
"10/22/2018","P18BP07455","Building Permit","Single Family Residence New","Final",,
"10/22/2018","P18BP07454","Building Permit","Single Family Residence New","Final",,
"10/22/2018","P18BP07451","Building Permit","Single Family Residence Alteration","Final",,
"10/19/2018","P18BP07435","Building Permit","Commercial Building Alteration","Issued",,
"10/19/2018","P18BP07432","Building Permit","Single Family Residence Alteration","Final",,
"10/19/2018","P18BP07430","Building Permit","Single Family Residence New","Issued",,
"10/19/2018","P18BP07429","Building Permit","single family residence new","Issued",,
"10/19/2018","P18BP07428","Building Permit","Single Family Residence Addition","Final",,
"10/19/2018","P18BP07426","Building Permit","Single Family Residence Addition","Issued",,
"10/19/2018","P18BP07425","Building Permit","Single Family Residence Addition","Request for Corrections",,
"10/19/2018","P18BP07423","Building Permit","Single Family Residence Addition","Issued",,
"10/19/2018","P18BP07422","Building Permit","Single family residence new","Issued",,
"10/19/2018","P18BP07421","Building Permit","Single Family Residence Other","Final",,
"10/19/2018","P18BP07412","Building Permit","Single Family Residence New","Issued",,
"10/19/2018","P18BP07409","Building Permit","Commercial Building Alteration","C of O",,
"10/19/2018","P18BP07407","Building Permit","Single Family Residence New","Issued",,
"10/19/2018","P18BP07406","Building Permit","Single Family Residence New","Issued",,
"10/19/2018","P18BP07405","Building Permit","Single Family Residence New","Issued",,
"10/18/2018","P18BP07393","Building Permit","Commercial Building Addition","C of O",,
"10/18/2018","P18BP07392","Building Permit","Single Family Residence Addition","Issued",,
"10/18/2018","P18BP07389","Building Permit","Single Family Residence Addition","Issued",,
"10/18/2018","P18BP07387","Building Permit","Single Family Residence New","Approved",,
"10/18/2018","P18BP07386","Building Permit","Single Family Residence Alteration","Issued",,
"10/18/2018","P18BP07385","Building Permit","Single Family Residence Addition","Issued",,
"10/18/2018","P18BP07380","Building Permit","Single Family Residence New","Final",,
"10/18/2018","P18BP07379","Building Permit","Single Family Residence New","Final",,
"10/18/2018","P18BP07378","Building Permit","Single Family Residence New","Withdrawn",,
"10/18/2018","P18BP07374","Building Permit","Single Family Residence Addition","Request for Corrections",,
"10/18/2018","P18BP07371","Building Permit","Commercial Building Other","Issued",,
"10/18/2018","P18BP07370","Building Permit","Single Family Residence Alteration","Issued",,
"10/18/2018","P18BP07367","Building Permit","Tenant Improvement","C of O",,
"10/17/2018","P18BP07365","Building Permit","Single Family Residence New","Issued",,
"10/17/2018","P18BP07364","Building Permit","Single Family Residence Addition","Issued",,
"10/17/2018","P18BP07361","Building Permit","Single Family Residence Addition","Issued",,
"10/17/2018","P18BP07351","Building Permit","Commercial Building Other","Issued",,
"10/17/2018","P18BP07350","Building Permit","Single Family Residence Addition","Issued",,
"10/17/2018","P18BP07349","Building Permit","Tenant Improvement","Issued",,
"10/17/2018","P18BP07346","Building Permit","Single Family Residence Alteration","Issued",,
"10/17/2018","P18BP07344","Building Permit","Single Family Residence Addition","Issued",,
"10/16/2018","P18BP07333","Building Permit","Commercial Building Other","Issued",,
"10/16/2018","P18BP07325","Building Permit","Single Family Residence Alteration","Final",,
"10/16/2018","P18BP07322","Building Permit","Single Family Residence New","Final",,
"10/16/2018","P18BP07312","Building Permit","Commercial Building Alteration","Issued",,
"10/16/2018","P18BP07305","Building Permit",,"C of O",,
"10/16/2018","P18BP07304","Building Permit","Single Family Residence Alteration","Issued",,
"10/15/2018","P18BP07301","Building Permit","Single Family Residence Alteration","Request for Corrections",,
"10/15/2018","P18BP07299","Building Permit","Single Family Residence Alteration","Issued",,
"10/15/2018","P18BP07297","Building Permit","Single Family Residence New","Withdrawn",,
"10/15/2018","P18BP07296","Building Permit","Single Family Residence Addition","Issued",,
"10/15/2018","P18BP07292","Building Permit","Single Family Residence New","Issued",,
"10/15/2018","P18BP07290","Building Permit","Single Family Residence Addition","Final",,
"10/15/2018","P18BP07289","Building Permit","Commercial Building Other","Issued",,
"10/15/2018","P18BP07288","Building Permit","Single Family Residence Addition","Issued",,
"10/15/2018","P18BP07287","Building Permit","Single Family Residence New","Final",,
"10/15/2018","P18BP07274","Building Permit","Single Family Residence Addition","Final",,
"10/15/2018","P18BP07272","Building Permit","Single Family Residence New","Issued",,
"10/12/2018","P18BP07269","Building Permit","Commercial Building Other","Issued",,
"10/12/2018","P18BP07268","Building Permit","Single Family Residence Addition","Approved",,
"10/12/2018","P18BP07261","Building Permit","Single Family Residence Alteration","Withdrawn",,
"10/12/2018","P18BP07260","Building Permit","Single Family Residence New","Issued",,
"10/12/2018","P18BP07258","Building Permit","Single Family Residence Addition","Issued",,
"10/12/2018","P18BP07252","Building Permit","Single Family Residence Addition","Final",,
"10/12/2018","P18BP07251","Building Permit","Single Family Residence New - COMBO/SNEW -","Issued","SPANISH TRAIL ESTATES LOT 107 (58/53)",
"10/11/2018","P18BP07244","Building Permit","Single Family Residence Alteration","Issued",,
"10/11/2018","P18BP07242","Building Permit","Single Family Residence Alteration","Withdrawn",,
"10/11/2018","P18BP07239","Building Permit","Single Family Residence Addition","Final",,
"10/11/2018","P18BP07229","Building Permit","Single Family Residence Addition","Issued",,
"10/11/2018","P18BP07227","Building Permit","Single Family Residence New","Final",,
"10/11/2018","P18BP07226","Building Permit","Single Family Residence New","Issued",,
"10/11/2018","P18BP07215","Building Permit","Single Family Residence Alteration","Final",,
"10/10/2018","P18BP07212","Building Permit","Tenant Improvement","Issued",,
"10/10/2018","P18BP07210","Building Permit","Commercial Building Other","Issued",,
"10/10/2018","P18BP07209","Building Permit","Commercial Building Other","Final",,
"10/10/2018","P18BP07208","Building Permit","Commercial Building Other","Issued",,
"10/10/2018","P18BP07192","Building Permit","Single Family Residence Alteration","Issued",,
"10/10/2018","P18BP07180","Building Permit","Commercial Building Other","Issued",,
"10/10/2018","P18BP07179","Building Permit","Single Family Residence Other","Issued",,
"10/09/2018","P18BP07176","Building Permit","Single Family Residence New","Issued",,
"10/09/2018","P18BP07175","Building Permit","Commercial Building Other","Void",,
"10/09/2018","P18BP07168","Building Permit","Commercial Building Other","Issued",,
"10/09/2018","P18BP07165","Building Permit","Single Family Residence Alteration","Issued",,
"10/09/2018","P18BP07153","Building Permit","Single Family Residence New","Request for Corrections",,
"10/09/2018","P18BP07152","Building Permit","Single Family Residence Alteration","Final",,
"10/09/2018","P18BP07151","Building Permit","Single Family Residence Alteration","Issued",,
"10/09/2018","P18BP07149","Building Permit","Single Family Residence Alteration","Final",,
"10/09/2018","P18BP07148","Building Permit","Commercial Building Other","Final",,
"10/09/2018","P18BP07138","Building Permit","Commercial Building Other","Final",,
"10/08/2018","P18BP07135","Building Permit","Single Family Residence Alteration","Issued",,
"10/08/2018","P18BP07134","Building Permit","Single Family Residence New","Issued",,
"10/08/2018","P18BP07130","Building Permit","Single Family Residence Addition","Issued",,
"10/08/2018","P18BP07128","Building Permit","Single Family Residence New","Final",,
"10/08/2018","P18BP07125","Building Permit","Commercial Building Other","Issued",,
"10/08/2018","P18BP07123","Building Permit","Commercial Building Other","Issued",,
"10/08/2018","P18BP07120","Building Permit","Single Family Residence Alteration","Issued",,
"10/08/2018","P18BP07116","Building Permit","Commercial Building Other","Final",,
"10/08/2018","P18BP07115","Building Permit","Commercial Building Other","Request for Corrections",,
"10/05/2018","P18BP07113","Building Permit","Single Family Residence Addition","Final",,
"10/05/2018","P18BP07112","Building Permit","Single Family Residence Addition","Final",,
"10/05/2018","P18BP07110","Building Permit","Single Family Residence New","Deficient",,
"10/05/2018","P18BP07109","Building Permit","Single Family Residence New","Issued",,
"10/05/2018","P18BP07108","Building Permit","Single Family Residence New","Final",,
"10/05/2018","P18BP07107","Building Permit","Single Family Residence New","Issued",,
"10/05/2018","P18BP07106","Building Permit","Single Family Residence New","Final",,
"10/05/2018","P18BP07105","Building Permit","Single Family Residence New","Issued",,
"10/05/2018","P18BP07097","Building Permit","Single Family Residence New","Withdrawn",,
"10/05/2018","P18BP07095","Building Permit","Single Family Residence Addition","Final",,
"10/05/2018","P18BP07094","Building Permit","Single Family Residence Addition","Issued",,
"10/05/2018","P18BP07091","Building Permit","Single Family Residence Addition","Final",,
"10/04/2018","P18BP07087","Building Permit","Single Family Residence Addition","Final",,
"10/04/2018","P18BP07079","Building Permit","Tenant Improvement","C of O",,
"10/04/2018","P18BP07075","Building Permit","Single Family Residence Addition","Approved",,
"10/04/2018","P18BP07074","Building Permit","Single Family Residence Alteration","Final",,
"10/04/2018","P18BP07071","Building Permit","Single Family Residence Alteration","Final",,
"10/04/2018","P18BP07067","Building Permit","Single Family Residence Addition","Final",,
"10/03/2018","P18BP07065","Building Permit","Single Family Residence Alteration","Issued",,
"10/03/2018","P18BP07064","Building Permit","Commercial Building Addition","Issued",,
"10/03/2018","P18BP07063","Building Permit","Single Family Residence Alteration","Final",,
"10/03/2018","P18BP07062","Building Permit","Single Family Residence New","Issued",,
"10/03/2018","P18BP07060","Building Permit","Single Family Residence Addition","Issued",,
"10/03/2018","P18BP07059","Building Permit","Commercial Building Other","Approved",,
"10/03/2018","P18BP07058","Building Permit","Single Family Residence Addition","Issued",,
"10/03/2018","P18BP07045","Building Permit","Single Family Residence Alteration","Final",,
"10/03/2018","P18BP07041","Building Permit","Single Family Residence Addition","Issued",,
"10/03/2018","P18BP07038","Building Permit","Single Family Residence Addition","Issued",,
"10/03/2018","P18BP07036","Building Permit","Tenant Improvement","Issued",,
"10/03/2018","P18BP07035","Building Permit","Single Family Residence Alteration","Final",,
"10/02/2018","P18BP07034","Building Permit","Single Family Residence Addition","Final",,
"10/02/2018","P18BP07025","Building Permit","Commercial Building Other","Issued",,
"10/02/2018","P18BP07024","Building Permit","Commercial Building Other","Issued",,
"10/02/2018","P18BP07022","Building Permit","Single Family Residence Addition","Final",,
"10/02/2018","P18BP07020","Building Permit","Single Family Residence Addition","Issued",,
"10/02/2018","P18BP07017","Building Permit","Single Family Residence Alteration","Final",,
"10/02/2018","P18BP07014","Building Permit","Commercial Building Addition","Issued",,
"10/02/2018","P18BP07012","Building Permit","Single Family Residence Addition","Final",,
"10/02/2018","P18BP07010","Building Permit","Single Family Residence New","Issued",,
"10/02/2018","P18BP07007","Building Permit","Single Family Residence Addition","Issued",,
"10/02/2018","P18BP07003","Building Permit","Single Family Residence Addition","Issued",,
"10/02/2018","P18BP07002","Building Permit","Single Family Residence New","Issued",,
"10/01/2018","P18BP07000","Building Permit","Tenant Improvement","Issued",,
"10/01/2018","P18BP06997","Building Permit","Single Family Residence Addition","Final",,
"10/01/2018","P18BP06990","Building Permit","Single Family Residence Addition","Final",,
"10/01/2018","P18BP06989","Building Permit","Single Family Residence Addition","Request for Corrections",,
"10/01/2018","P18BP06988","Building Permit","Tenant Improvement","Issued",,
"10/01/2018","P18BP06985","Building Permit","Single Family Residence Addition","Issued",,
"10/01/2018","P18BP06984","Building Permit","Single Family Residence New","Final",,
"10/01/2018","P18BP06982","Building Permit","Single Family Residence New","Issued",,
"10/01/2018","P18BP06981","Building Permit","Single Family Residence New","Final",,
"10/01/2018","P18BP06979","Building Permit","Single Family Residence Addition","Issued",,
"10/01/2018","P18BP06977","Building Permit","Single Family Residence New","Final",,
"10/01/2018","P18BP06975","Building Permit","Commercial Building Alteration","Final",,
"10/01/2018","P18BP06974","Building Permit","Commercial Building Alteration","Issued",,
"10/01/2018","P18BP06969","Building Permit","Commercial Building Other","Issued",,
"10/01/2018","P18BP06965","Building Permit","Single Family Residence Addition","Issued",,
"10/01/2018","P18BP06963","Building Permit","Commercial Building Alteration","Approved",,
"09/28/2018","P18BP06961","Building Permit","Single Family Residence New","Final",,
"09/28/2018","P18BP06957","Building Permit","Single Family Residence Alteration","Issued",,
"09/28/2018","P18BP06955","Building Permit","Commercial Building Other","Issued",,
"09/28/2018","P18BP06951","Building Permit","Single Family Residence Addition","Final",,
"09/28/2018","P18BP06948","Building Permit","Single Family Residence Addition","Issued",,
"09/28/2018","P18BP06946","Building Permit","Single Family Residence New","Issued",,
"09/28/2018","P18BP06945","Building Permit","Single Family Residence Alteration","Final",,
"09/28/2018","P18BP06944","Building Permit","Single Family Residence New","Issued",,
"09/28/2018","P18BP06943","Building Permit","Single Family Residence New","Issued",,
"09/27/2018","P18BP06930","Building Permit","Single Family Residence New","Final",,
"09/27/2018","P18BP06929","Building Permit","Single Family Residence Addition","Issued",,
"09/27/2018","P18BP06925","Building Permit","Single Family Residence New","Request for Corrections",,
"09/27/2018","P18BP06920","Building Permit","Single Family Residence Addition","Final",,
"09/27/2018","P18BP06919","Building Permit","Single Family Residence Addition","Issued",,
"09/27/2018","P18BP06917","Building Permit","Single Family Residence New","Issued",,
"09/27/2018","P18BP06916","Building Permit","Single Family Residence Alteration","Issued",,
"09/27/2018","P18BP06907","Building Permit","Tenant Improvement","Issued",,
"09/27/2018","P18BP06904","Building Permit","Single Family Residence Alteration","Final",,
"09/27/2018","P18BP06903","Building Permit","Single Family Residence Alteration","Final",,
"09/26/2018","P18BP06901","Building Permit","Single Family Residence New","Final",,
"09/26/2018","P18BP06896","Building Permit","Single Family Residence Alteration","Issued",,
"09/26/2018","P18BP06889","Building Permit","Single Family Residence Alteration","Issued",,
"09/25/2018","P18BP06887","Building Permit","Single Family Residence Addition","Final",,
"09/25/2018","P18BP06886","Building Permit","Single Family Residence Addition","Final",,
"09/25/2018","P18BP06885","Building Permit","Single Family Residence Alteration","Final",,
"09/25/2018","P18BP06882","Building Permit","Single Family Residence New","Issued",,
"09/25/2018","P18BP06881","Building Permit","Single Family Residence New","Issued",,
"09/25/2018","P18BP06879","Building Permit","Single Family Residence Other","Final",,
"09/25/2018","P18BP06872","Building Permit","Single Family Residence Addition","Issued",,
"09/25/2018","P18BP06861","Building Permit","Single Family Residence New","Final",,
"09/25/2018","P18BP06859","Building Permit","Single Family Residence New","Final",,
"09/25/2018","P18BP06857","Building Permit","Single Family Residence Addition","Final",,
"09/25/2018","P18BP06855","Building Permit","Single Family Residence Addition","Issued",,
"09/25/2018","P18BP06854","Building Permit","Single Family Residence Addition","Final",,
"09/25/2018","P18BP06853","Building Permit","Single Family Residence Addition","Issued",,
"09/25/2018","P18BP06852","Building Permit","Single Family Residence Addition","Approved",,
"09/25/2018","P18BP06851","Building Permit","Single Family Residence Addition","Issued",,
"09/24/2018","P18BP06848","Building Permit","Single Family Residence New","Final",,
"09/24/2018","P18BP06847","Building Permit","Single Family Residence New","Final",,
"09/24/2018","P18BP06845","Building Permit","Single Family Residence New","Final",,
"09/24/2018","P18BP06844","Building Permit","Single Family Residence New","Final",,
"09/24/2018","P18BP06843","Building Permit","Single Family Residence New","Final",,
"09/24/2018","P18BP06840","Building Permit","Single Family Residence Addition","Issued",,
"09/24/2018","P18BP06839","Building Permit","Single Family Residence New","Issued",,
"09/24/2018","P18BP06836","Building Permit","Single Family Residence Addition","Issued",,
"09/24/2018","P18BP06835","Building Permit","Single Family Residence New","Issued",,
"09/24/2018","P18BP06833","Building Permit","Single Family Residence Alteration","Request for Corrections",,
"09/24/2018","P18BP06822","Building Permit","Commercial Building Alteration","Issued",,
"09/24/2018","P18BP06820","Building Permit","Single Family Residence Alteration","Issued",,
"09/24/2018","P18BP06819","Building Permit","Single Family Residence Addition","Issued",,
"09/24/2018","P18BP06808","Building Permit","Single Family Residence New","Issued",,
"09/24/2018","P18BP06806","Building Permit","Single Family Residence New","Final",,
"09/24/2018","P18BP06803","Building Permit","Single Family Residence New","Final",,
"09/24/2018","P18BP06799","Building Permit","Single Family Residence Addition","Issued",,
"09/24/2018","P18BP06797","Building Permit","Commercial Building Other","Final",,
"09/24/2018","P18BP06796","Building Permit","Single Family Residence Alteration","Request for Corrections",,
"09/24/2018","P18BP06795","Building Permit","Single Family Residence New","Issued",,
"09/24/2018","P18BP06794","Building Permit","Single Family Residence New","Issued",,
"09/24/2018","P18BP06792","Building Permit","Single Family Residence New","Issued",,
"09/24/2018","P18BP06791","Building Permit","Single Family Residence New","Issued",,
"09/24/2018","P18BP06790","Building Permit","Single Family Residence New","Issued",,
"09/24/2018","P18BP06789","Building Permit","Single Family Residence New","Issued",,
"09/21/2018","P18BP06782","Building Permit","Single Family Residence New","Issued",,
"09/21/2018","P18BP06779","Building Permit","Single Family Residence Addition","Request for Corrections",,
"09/21/2018","P18BP06775","Building Permit","Single Family Residence New","Issued",,
"09/21/2018","P18BP06774","Building Permit","Single Family Residence Addition","Final",,
"09/20/2018","P18BP06768","Building Permit","Single Family Residence New","Issued",,
"09/20/2018","P18BP06759","Building Permit","Commercial Building Other","Final",,
"09/20/2018","P18BP06750","Building Permit","Tenant Improvement","C of O",,
"09/20/2018","P18BP06747","Building Permit","Single Family Residence Addition","Issued",,
"09/20/2018","P18BP06742","Building Permit","Commercial Building Alteration","C of O",,
"09/19/2018","P18BP06738","Building Permit","Single Family Residence Addition","Issued",,
"09/19/2018","P18BP06735","Building Permit","Single Family Residence Addition","Final",,
"09/19/2018","P18BP06734","Building Permit","Single Family Residence Addition","Issued",,
"09/19/2018","P18BP06733","Building Permit","Single Family Residence New","Issued",,
"09/19/2018","P18BP06732","Building Permit","Single Family Residence Alteration","Issued",,
"09/19/2018","P18BP06723","Building Permit","Commercial Building Other","Issued",,
"09/19/2018","P18BP06720","Building Permit","Single Family Residence Alteration","Final",,
"09/19/2018","P18BP06719","Building Permit","Commercial Building Alteration","C of O",,
"09/19/2018","P18BP06716","Building Permit","Single Family Residence New","Issued",,
"09/19/2018","P18BP06715","Building Permit","Single Family Residence Alteration","Final",,
"09/19/2018","P18BP06711","Building Permit","Single Family Residence Addition","Issued",,
"09/19/2018","P18BP06709","Building Permit","Single Family Residence Alteration","Final",,
"09/19/2018","P18BP06705","Building Permit","Single Family Residence Alteration","Final",,
"09/19/2018","P18BP06704","Building Permit","Single Family Residence Alteration","Final",,
"09/19/2018","P18BP06703","Building Permit","Single Family Residence Alteration","Final",,
"09/19/2018","P18BP06702","Building Permit","Single Family Residence Alteration","Issued",,
"09/19/2018","P18BP06701","Building Permit","Commercial Building Other","Final",,
"09/19/2018","P18BP06700","Building Permit","Commercial Building Other","Final",,
"09/18/2018","P18BP06696","Building Permit","Single Family Residence Addition","Final",,
"09/18/2018","P18BP06693","Building Permit","Single Family Residence Addition","Issued",,
"09/18/2018","P18BP06692","Building Permit","Single Family Residence Alteration","Issued",,
"09/18/2018","P18BP06690","Building Permit","Single Family Residence Addition","Request for Corrections",,
"09/18/2018","P18BP06687","Building Permit","Commercial Building Other","Issued",,
"09/18/2018","P18BP06686","Building Permit","Single Family Residence Alteration","Final",,
"09/18/2018","P18BP06679","Building Permit","Single Family Residence Addition","Issued",,
"09/18/2018","P18BP06677","Building Permit","Commercial Building Other","Final",,
"09/18/2018","P18BP06675","Building Permit","Single Family Residence Addition","Final",,
"09/18/2018","P18BP06670","Building Permit","Tenant Improvement","Issued",,
"09/17/2018","P18BP06667","Building Permit","Single Family Residence Addition","Final",,
"09/17/2018","P18BP06666","Building Permit","Single Family Residence Addition","Issued",,
"09/17/2018","P18BP06665","Building Permit","Commercial Building Alteration","Final",,
"09/17/2018","P18BP06664","Building Permit","Tenant Improvement","Issued",,
"09/17/2018","P18BP06660","Building Permit","Single Family Residence Addition","Issued",,
"09/17/2018","P18BP06651","Building Permit","Single Family Residence New","Approved",,
"09/17/2018","P18BP06650","Building Permit","Single Family Residence New","Issued",,
"09/17/2018","P18BP06649","Building Permit","Single Family Residence Addition","Issued",,
"09/17/2018","P18BP06646","Building Permit","Single Family Residence Addition","Final",,
"09/17/2018","P18BP06643","Building Permit","Single Family Residence New","Issued",,
"09/17/2018","P18BP06638","Building Permit","Single Family Residence Addition","Issued",,
"09/17/2018","P18BP06636","Building Permit","Single Family Residence Addition","Issued",,
"09/17/2018","P18BP06635","Building Permit","Single Family Residence New","Final",,
"09/17/2018","P18BP06634","Building Permit","Single Family Residence New","Issued",,
"09/17/2018","P18BP06633","Building Permit","Commercial Building Alteration","Issued",,
"09/17/2018","P18BP06629","Building Permit","Single Family Residence New","Issued",,
"09/17/2018","P18BP06628","Building Permit","Single Family Residence New","Issued",,
"09/14/2018","P18BP06621","Building Permit","Single Family Residence Addition","Request for Corrections",,
"09/14/2018","P18BP06617","Building Permit","Single Family Residence Addition","Final",,
"09/14/2018","P18BP06616","Building Permit","Single Family Residence Alteration","Issued",,
"09/14/2018","P18BP06615","Building Permit","Single Family Residence New","Issued",,
"09/14/2018","P18BP06614","Building Permit","Single Family Residence New","Issued",,
"09/14/2018","P18BP06613","Building Permit","Single Family Residence New","Issued",,
"09/14/2018","P18BP06609","Building Permit","Single Family Residence Addition& Detail change to relocate door to opposite side","Issued",,
"09/14/2018","P18BP06605","Building Permit","Single Family Residence Other","Issued",,
"09/14/2018","P18BP06603","Building Permit","Single Family Residence New","Final",,
"09/14/2018","P18BP06597","Building Permit","Commercial Building Addition","In Review",,
"09/14/2018","P18BP06596","Building Permit","Single Family Residence Other","Withdrawn",,
