,0
6730,7
6731,8
6732,3
6733,9
6734,7
6735,8
6736,6
6737,9
6738,0
6739,8
6740,7
6741,0
6742,8
6743,4
6744,1
6745,9
6746,7
6747,7
6748,1
6749,7
6750,8
6751,2
6752,5
6753,7
6754,1
6755,3
6756,4
6757,8
6758,4
6759,9
6760,1
6761,7
6762,0
6763,3
6764,6
6765,6
6766,2
6767,7
6768,5
6769,8
6770,4
6771,2
6772,1
6773,8
6774,7
6775,3
6776,2
6777,6
6778,7
6779,6
6780,2
6781,7
6782,9
6783,2
6784,3
6785,3
6786,8
6787,6
6788,9
6789,1
6790,0
6791,9
6792,3
6793,9
6794,3
6795,4
6796,6
6797,0
6798,7
6799,3
6800,9
6801,8
6802,3
6803,3
6804,6
6805,0
6806,2
6807,9
6808,2
6809,7
6810,4
6811,6
6812,7
6813,9
6814,1
6815,3
6816,4
6817,3
6818,1
6819,6
6820,5
6821,2
6822,2
6823,9
6824,0
6825,7
6826,9
6827,6
6828,8
6829,2
6830,3
6831,8
6832,8
6833,0
6834,0
6835,8
6836,1
6837,7
6838,1
6839,5
6840,7
6841,3
6842,8
6843,4
6844,4
6845,2
6846,6
6847,3
6848,1
6849,0
6850,0
6851,4
6852,5
6853,0
6854,3
6855,3
6856,1
6857,2
6858,0
6859,7
6860,7
6861,2
6862,9
6863,7
6864,4
6865,4
6866,6
6867,4
6868,0
6869,7
6870,5
6871,7
6872,8
6873,4
6874,3
6875,3
6876,7
6877,6
6878,1
6879,4
6880,7
6881,5
6882,6
6883,4
6884,6
6885,0
6886,3
6887,1
6888,3
6889,5
6890,6
6891,9
6892,7
6893,2
6894,2
6895,3
6896,0
6897,6
6898,7
6899,2
6900,0
6901,1
6902,0
6903,6
6904,3
6905,0
6906,5
6907,0
6908,5
6909,4
6910,1
6911,4
6912,8
6913,5
6914,8
6915,2
6916,1
6917,0
6918,5
6919,7
6920,1
6921,6
6922,0
6923,8
6924,7
6925,1
6926,5
6927,9
6928,4
6929,1
6930,8
6931,4
6932,5
6933,0
6934,6
6935,6
6936,8
6937,4
6938,5
6939,1
6940,2
6941,7
6942,2
6943,3
6944,8
6945,1
6946,2
6947,4
6948,1
6949,8
6950,9
6951,1
6952,4
6953,1
6954,7
6955,1
6956,8
6957,4
6958,2
6959,1
6960,9
6961,1
6962,1
6963,1
6964,6
6965,9
6966,3
6967,0
6968,3
6969,8
6970,8
6971,1
6972,8
6973,5
6974,7
6975,5
6976,4
6977,0
6978,0
6979,0
6980,6
6981,9
6982,7
6983,4
6984,2
6985,1
6986,3
6987,7
6988,0
6989,2
6990,7
6991,6
6992,4
6993,3
6994,3
6995,4
6996,0
6997,6
6998,9
6999,6
7000,0
7001,7
7002,3
7003,5
7004,3
7005,8
7006,2
7007,9
7008,7
7009,8
7010,3
7011,2
7012,6
7013,8
7014,2
7015,4
7016,0
7017,9
7018,8
7019,6
7020,7
7021,9
7022,7
7023,1
7024,4
7025,3
7026,0
7027,2
7028,4
7029,1
7030,1
7031,3
7032,1
7033,9
7034,8
7035,7
7036,0
7037,2
7038,4
7039,8
7040,1
7041,3
7042,9
7043,5
7044,2
7045,7
7046,7
7047,1
7048,8
7049,7
7050,6
7051,6
7052,2
7053,7
7054,3
7055,7
7056,0
7057,3
7058,6
7059,1
7060,8
7061,7
7062,9
7063,3
7064,6
7065,7
7066,3
7067,3
7068,1
7069,9
7070,7
7071,7
7072,0
7073,2
7074,5
7075,3
7076,7
7077,4
7078,1
7079,9
7080,0
7081,6
7082,5
7083,1
7084,9
7085,6
7086,1
7087,5
7088,0
7089,9
7090,9
7091,7
7092,8
7093,5
7094,7
7095,9
7096,1
7097,3
7098,6
7099,0
7100,9
7101,8
7102,7
7103,3
7104,8
7105,3
7106,4
7107,7
7108,3
7109,2
7110,7
7111,7
7112,1
7113,7
7114,7
7115,0
7116,9
7117,9
7118,6
7119,6
7120,9
7121,1
7122,3
7123,7
7124,7
7125,7
7126,1
7127,2
7128,1
7129,7
7130,4
7131,4
7132,5
7133,3
7134,4
7135,0
7136,8
7137,3
7138,3
7139,7
7140,5
7141,3
7142,4
7143,2
7144,4
7145,0
7146,8
7147,7
7148,0
7149,0
7150,1
7151,9
7152,8
7153,9
7154,2
7155,6
7156,9
7157,5
7158,7
7159,4
7160,5
7161,4
7162,1
7163,9
7164,0
7165,5
7166,9
7167,1
7168,9
7169,7
7170,2
7171,4
7172,2
7173,6
7174,1
7175,4
7176,5
7177,6
7178,4
7179,9
7180,1
7181,8
7182,9
7183,0
7184,4
7185,9
7186,1
7187,1
7188,7
7189,7
7190,5
7191,7
7192,2
7193,6
7194,4
7195,3
7196,1
7197,7
7198,7
7199,5
7200,8
7201,2
7202,0
7203,9
7204,0
7205,0
7206,2
7207,5
7208,6
7209,2
7210,8
7211,1
7212,0
7213,3
7214,4
7215,9
7216,6
7217,7
7218,9
7219,3
7220,3
7221,0
7222,4
7223,9
7224,4
7225,7
7226,6
7227,0
7228,3
7229,9
7230,3
7231,4
7232,2
7233,8
7234,3
7235,9
7236,5
7237,6
7238,6
7239,0
7240,9
7241,3
7242,1
7243,0
7244,1
7245,2
7246,7
7247,0
7248,7
7249,8
7250,1
7251,5
7252,1
7253,6
7254,1
7255,7
7256,8
7257,2
7258,7
7259,8
7260,1
7261,8
7262,0
7263,4
7264,0
7265,3
7266,7
7267,4
7268,7
7269,1
7270,1
7271,7
7272,0
7273,0
7274,5
7275,6
7276,9
7277,1
7278,2
7279,6
7280,8
7281,0
7282,7
7283,5
7284,2
7285,4
7286,8
7287,3
7288,9
7289,8
7290,6
7291,1
7292,5
7293,3
7294,8
7295,9
7296,4
7297,1
7298,3
7299,7
7300,2
7301,4
7302,5
7303,8
7304,3
7305,4
7306,1
7307,8
7308,2
7309,0
7310,2
7311,5
7312,6
7313,3
7314,2
7315,6
7316,2
7317,7
7318,7
7319,3
7320,8
7321,9
7322,6
7323,4
7324,0
7325,8
7326,9
7327,0
7328,1
7329,6
7330,0
7331,2
7332,5
7333,9
7334,5
7335,2
7336,2
7337,2
7338,5
7339,0
7340,1
7341,4
7342,0
7343,4
7344,7
7345,3
7346,3
7347,0
7348,3
7349,3
7350,0
7351,8
7352,5
7353,2
7354,9
7355,6
7356,0
7357,6
7358,9
7359,6
7360,2
7361,6
7362,6
7363,6
7364,0
7365,0
7366,1
7367,3
7368,9
7369,1
7370,4
7371,8
7372,2
7373,1
7374,5
7375,5
7376,2
7377,3
7378,2
7379,1
7380,4
7381,8
7382,8
7383,3
7384,4
7385,3
7386,4
7387,8
7388,5
7389,0
7390,0
7391,1
7392,4
7393,3
7394,8
7395,1
7396,1
7397,3
7398,0
7399,0
7400,9
7401,2
7402,9
7403,9
7404,3
7405,2
7406,4
7407,4
7408,0
7409,4
7410,4
7411,0
7412,5
7413,2
7414,6
7415,6
7416,0
7417,0
7418,6
7419,1
7420,7
7421,9
7422,7
7423,7
7424,7
7425,9
7426,5
7427,3
7428,2
7429,3
7430,9
7431,6
7432,0
7433,4
7434,9
7435,5
7436,1
7437,5
7438,1
7439,2
7440,3
7441,3
7442,9
7443,8
7444,5
7445,3
7446,5
7447,2
7448,4
7449,1
7450,1
7451,9
7452,4
7453,6
7454,1
7455,5
7456,9
7457,2
7458,7
7459,0
7460,2
7461,8
7462,8
7463,9
7464,9
7465,3
7466,8
7467,4
7468,0
7469,4
7470,2
7471,2
7472,6
7473,6
7474,8
7475,9
7476,4
7477,0
7478,2
7479,0
7480,9
7481,3
7482,6
7483,7
7484,6
7485,6
7486,0
7487,5
7488,5
7489,0
7490,9
7491,1
7492,9
7493,7
7494,8
7495,7
7496,9
7497,0
7498,2
7499,7
7500,7
7501,3
7502,2
7503,8
7504,4
7505,6
7506,1
7507,2
7508,4
7509,6
7510,5
7511,3
7512,7
7513,7
7514,7
7515,6
7516,0
7517,3
7518,6
7519,1
7520,5
7521,0
7522,1
7523,4
7524,3
7525,2
7526,4
7527,3
7528,5
7529,6
7530,4
7531,9
7532,2
7533,9
7534,1
7535,1
7536,6
7537,2
7538,3
7539,6
7540,1
7541,6
7542,5
7543,3
7544,9
7545,6
7546,3
7547,3
7548,4
7549,9
7550,2
7551,0
7552,5
7553,3
7554,0
7555,8
7556,3
7557,1
7558,2
7559,7
7560,9
7561,3
7562,8
7563,0
7564,4
7565,4
7566,3
7567,9
7568,3
7569,5
7570,8
7571,4
7572,5
7573,9
7574,2
7575,1
7576,7
7577,0
7578,4
7579,7
7580,3
7581,3
7582,5
7583,4
7584,0
7585,4
7586,4
7587,1
7588,1
7589,1
7590,9
7591,6
7592,0
7593,9
7594,3
7595,1
7596,7
7597,9
7598,7
7599,5
7600,9
7601,2
7602,8
7603,7
7604,3
7605,8
7606,2
7607,9
7608,3
7609,4
7610,4
7611,7
7612,4
7613,9
7614,7
7615,9
7616,6
7617,8
7618,1
7619,4
7620,3
7621,5
7622,6
7623,5
7624,5
7625,5
7626,4
7627,8
7628,3
7629,9
7630,5
7631,0
7632,6
7633,5
7634,6
7635,6
7636,3
7637,9
7638,0
7639,9
7640,2
7641,0
7642,6
7643,2
7644,9
7645,9
7646,6
7647,4
7648,9
7649,7
7650,5
7651,5
7652,7
7653,9
7654,7
7655,7
7656,8
7657,2
7658,4
7659,7
7660,2
7661,5
7662,1
7663,7
7664,0
7665,8
7666,6
7667,6
7668,5
7669,0
7670,3
7671,4
7672,5
7673,2
7674,9
7675,7
7676,8
7677,8
7678,5
7679,2
7680,2
7681,2
7682,6
7683,8
7684,9
7685,2
7686,7
7687,2
7688,1
7689,0
7690,1
7691,5
7692,5
7693,9
7694,3
7695,8
7696,2
7697,9
7698,6
7699,0
7700,7
7701,9
7702,3
7703,7
7704,6
7705,4
7706,3
7707,0
7708,2
7709,3
7710,8
7711,2
7712,5
7713,3
7714,6
7715,1
7716,6
7717,5
7718,1
7719,7
7720,0
7721,1
7722,6
7723,3
7724,7
7725,7
7726,9
7727,7
7728,3
7729,1
7730,1
7731,8
7732,5
7733,3
7734,6
7735,4
7736,8
7737,2
7738,3
7739,9
7740,2
7741,3
7742,5
7743,2
7744,5
7745,0
7746,0
7747,5
7748,0
7749,9
7750,4
7751,2
7752,5
7753,7
7754,6
7755,3
7756,0
7757,5
7758,8
7759,9
7760,0
7761,1
7762,3
7763,2
7764,0
7765,2
7766,8
7767,7
7768,7
7769,3
7770,2
7771,9
7772,3
7773,4
7774,2
7775,0
7776,8
7777,4
7778,7
7779,3
7780,2
7781,3
7782,6
7783,9
7784,3
7785,3
7786,3
7787,1
7788,5
7789,4
7790,6
7791,9
7792,7
7793,9
7794,2
7795,1
7796,8
7797,1
7798,7
7799,9
7800,1
7801,9
7802,9
7803,9
7804,0
7805,0
7806,9
7807,2
7808,0
7809,7
7810,7
7811,0
7812,0
7813,0
7814,2
7815,8
7816,0
7817,5
7818,5
7819,3
7820,3
7821,4
7822,1
7823,6
7824,5
7825,3
7826,8
7827,7
7828,3
7829,1
7830,0
7831,0
7832,8
7833,9
7834,9
7835,7
7836,8
7837,7
7838,3
7839,1
7840,7
7841,0
7842,9
7843,4
7844,4
7845,1
7846,0
7847,3
7848,5
7849,2
7850,2
7851,9
7852,4
7853,2
7854,2
7855,1
7856,3
7857,6
7858,2
7859,8
7860,5
7861,2
7862,3
7863,7
7864,9
7865,7
7866,2
7867,9
7868,5
7869,7
7870,8
7871,3
7872,3
7873,8
7874,5
7875,9
7876,7
7877,3
7878,0
7879,2
7880,1
7881,4
7882,3
7883,7
7884,2
7885,6
7886,5
7887,9
7888,0
7889,3
7890,2
7891,4
7892,0
7893,7
7894,1
7895,4
7896,9
7897,2
7898,5
7899,1
7900,6
7901,8
7902,2
7903,7
7904,8
7905,2
7906,1
7907,9
7908,1
7909,3
7910,9
7911,5
7912,3
7913,1
7914,5
7915,4
7916,2
7917,7
7918,4
7919,7
7920,7
7921,5
7922,4
7923,7
7924,0
7925,0
7926,7
7927,2
7928,0
7929,6
7930,3
7931,0
7932,9
7933,4
7934,1
7935,6
7936,8
7937,1
7938,4
7939,8
7940,8
7941,0
7942,3
7943,1
7944,2
7945,7
7946,3
7947,6
7948,0
7949,2
7950,6
7951,8
7952,9
7953,4
7954,0
7955,6
7956,0
7957,1
7958,7
7959,5
7960,7
7961,0
7962,4
7963,0
7964,8
7965,9
7966,0
7967,5
7968,9
7969,9
7970,7
7971,1
7972,1
7973,2
7974,7
7975,0
7976,9
7977,1
7978,9
7979,1
7980,1
7981,8
7982,6
7983,6
7984,7
7985,8
7986,4
7987,8
7988,5
7989,8
7990,1
7991,0
7992,1
7993,0
7994,9
7995,5
7996,2
7997,3
7998,6
7999,1
8000,3
8001,6
8002,3
8003,2
8004,3
8005,4
8006,1
8007,4
8008,5
8009,3
8010,9
8011,7
8012,7
8013,7
8014,9
8015,6
8016,8
8017,7
8018,6
8019,1
8020,4
8021,4
8022,8
8023,3
8024,8
8025,0
8026,9
8027,1
8028,6
8029,6
8030,8
8031,6
8032,1
8033,3
8034,8
8035,1
8036,1
8037,1
8038,0
8039,7
8040,9
8041,3
8042,1
8043,3
8044,7
8045,5
8046,0
8047,5
8048,8
8049,0
8050,3
8051,9
8052,7
8053,7
8054,1
8055,3
8056,1
8057,9
8058,0
8059,0
8060,5
8061,3
8062,2
8063,6
8064,5
8065,8
8066,0
8067,2
8068,0
8069,0
8070,9
8071,2
8072,8
8073,6
8074,6
8075,9
8076,3
8077,2
8078,3
8079,2
8080,9
8081,9
8082,1
8083,6
8084,8
8085,4
8086,8
8087,1
8088,2
8089,8
8090,9
8091,0
8092,9
8093,7
8094,4
8095,6
8096,7
8097,6
8098,0
8099,8
8100,1
8101,7
8102,7
8103,3
8104,4
8105,9
8106,0
8107,0
8108,0
8109,5
8110,7
8111,9
8112,8
8113,7
8114,7
8115,0
8116,2
8117,2
8118,6
8119,3
8120,3
8121,8
8122,1
8123,4
8124,1
8125,1
8126,0
8127,1
8128,8
8129,2
8130,8
8131,5
8132,0
8133,8
8134,7
8135,1
8136,1
8137,8
8138,2
8139,0
8140,5
8141,4
8142,7
8143,3
8144,1
8145,8
8146,6
8147,3
8148,3
8149,9
8150,4
8151,8
8152,1
8153,0
8154,5
8155,8
8156,6
8157,4
8158,0
8159,5
8160,1
8161,1
8162,4
8163,8
8164,1
8165,2
8166,3
8167,7
8168,7
8169,6
8170,0
8171,6
8172,7
8173,7
8174,6
8175,6
8176,3
8177,3
8178,6
8179,5
8180,5
8181,8
8182,0
8183,1
8184,9
8185,4
8186,1
8187,5
8188,7
8189,8
8190,9
8191,0
8192,6
8193,1
8194,2
8195,1
8196,4
8197,4
8198,5
8199,0
8200,2
8201,4
8202,2
8203,5
8204,2
8205,6
8206,9
8207,0
8208,5
8209,2
8210,6
8211,6
8212,5
8213,7
8214,2
8215,9
8216,9
8217,2
8218,4
8219,9
8220,0
8221,6
8222,6
8223,9
8224,4
8225,0
8226,1
8227,7
8228,6
8229,8
8230,3
8231,6
8232,0
8233,0
8234,1
8235,1
8236,0
8237,4
8238,9
8239,4
8240,5
8241,5
8242,1
8243,5
8244,9
8245,6
8246,4
8247,6
8248,4
8249,4
8250,0
8251,6
8252,0
8253,9
8254,0
8255,8
8256,7
8257,2
8258,2
8259,6
8260,8
8261,4
8262,4
8263,9
8264,0
8265,2
8266,3
8267,8
8268,1
8269,8
8270,8
8271,6
8272,3
8273,7
8274,2
8275,0
8276,7
8277,3
8278,5
8279,9
8280,3
8281,2
8282,7
8283,6
8284,6
8285,1
8286,5
8287,8
8288,2
8289,8
8290,7
8291,4
8292,8
8293,0
8294,2
8295,7
8296,1
8297,9
8298,1
8299,4
8300,1
8301,7
8302,4
8303,0
8304,4
8305,2
8306,2
8307,9
8308,1
8309,6
8310,7
8311,0
8312,6
8313,8
8314,4
8315,5
8316,3
8317,9
8318,3
8319,6
8320,5
8321,0
8322,6
8323,3
8324,8
8325,7
8326,9
8327,3
8328,3
8329,6
8330,8
8331,4
8332,5
8333,1
8334,7
8335,1
8336,5
8337,1
8338,9
8339,7
8340,9
8341,7
8342,1
8343,1
8344,9
8345,4
8346,7
8347,3
8348,7
8349,4
8350,5
8351,3
8352,4
8353,7
8354,5
8355,3
8356,3
8357,7
8358,8
8359,7
8360,3
8361,2
8362,7
8363,8
8364,8
8365,9
8366,6
8367,6
8368,1
8369,0
8370,8
8371,9
8372,3
8373,8
8374,2
8375,2
8376,7
8377,4
8378,0
8379,9
8380,7
8381,3
8382,4
8383,3
8384,6
8385,8
8386,8
8387,4
8388,9
8389,6
8390,0
8391,5
8392,7
8393,2
8394,2
8395,9
8396,6
8397,8
8398,3
8399,0
8400,2
8401,7
8402,0
8403,8
8404,1
8405,7
8406,5
8407,8
8408,3
8409,7
8410,6
8411,1
8412,1
8413,1
8414,9
8415,5
8416,1
8417,9
8418,2
8419,7
8420,8
8421,1
8422,0
8423,1
8424,2
8425,3
8426,3
8427,8
8428,5
8429,6
8430,0
8431,7
8432,1
8433,8
8434,7
8435,6
8436,9
8437,5
8438,7
8439,7
8440,8
8441,8
8442,8
8443,4
8444,2
8445,2
8446,4
8447,4
8448,9
8449,5
8450,7
8451,4
8452,6
8453,2
8454,6
8455,7
8456,5
8457,1
8458,9
8459,4
8460,6
8461,5
8462,6
8463,3
8464,2
8465,6
8466,3
8467,0
8468,6
8469,2
8470,6
8471,3
8472,1
8473,9
8474,3
8475,1
8476,3
8477,8
8478,2
8479,0
8480,8
8481,7
8482,9
8483,8
8484,0
8485,2
8486,2
8487,4
8488,3
8489,9
8490,1
8491,9
8492,3
8493,0
8494,6
8495,5
8496,2
8497,1
8498,3
8499,9
8500,8
8501,3
8502,4
8503,1
8504,9
8505,8
8506,0
8507,4
8508,0
8509,6
8510,1
8511,3
8512,2
8513,0
8514,6
8515,8
8516,2
8517,7
8518,7
8519,6
8520,7
8521,0
8522,3
8523,3
8524,1
8525,3
8526,6
8527,2
8528,3
8529,6
8530,5
8531,7
8532,9
8533,5
8534,7
8535,1
8536,3
8537,2
8538,0
8539,0
8540,8
8541,0
8542,6
8543,9
8544,5
8545,7
8546,6
8547,0
8548,4
8549,9
8550,1
8551,9
8552,8
8553,1
8554,3
8555,9
8556,8
8557,0
8558,0
8559,6
8560,0
8561,8
8562,0
8563,8
8564,7
8565,2
8566,7
8567,9
8568,6
8569,2
8570,9
8571,4
8572,5
8573,0
8574,2
8575,7
8576,7
8577,6
8578,7
8579,8
8580,9
8581,6
8582,2
8583,5
8584,2
8585,7
8586,9
8587,5
8588,7
8589,3
8590,2
8591,4
8592,2
8593,0
8594,1
8595,6
8596,8
8597,1
8598,5
8599,0
8600,3
8601,7
8602,0
8603,7
8604,1
8605,9
8606,0
8607,2
8608,1
8609,4
8610,4
8611,1
8612,8
8613,5
8614,1
8615,0
8616,1
8617,8
8618,2
8619,6
8620,6
8621,4
8622,8
8623,8
8624,0
8625,0
8626,4
8627,1
8628,3
8629,4
8630,0
8631,9
8632,4
8633,3
8634,8
8635,1
8636,9
8637,1
8638,8
8639,2
8640,1
8641,8
8642,1
8643,2
8644,3
8645,6
8646,3
8647,4
8648,9
8649,0
8650,6
8651,9
8652,8
8653,1
8654,7
8655,7
8656,3
8657,4
8658,0
8659,2
8660,5
8661,4
8662,1
8663,8
8664,3
8665,6
8666,2
8667,6
8668,1
8669,6
8670,9
8671,9
8672,8
8673,4
8674,5
8675,8
8676,3
8677,6
8678,5
8679,3
8680,3
8681,3
8682,8
8683,8
8684,1
8685,0
8686,0
8687,1
8688,9
8689,2
8690,6
8691,3
8692,3
8693,5
8694,8
8695,4
8696,5
8697,8
8698,0
8699,8
8700,8
8701,8
8702,1
8703,6
8704,2
8705,4
8706,7
8707,1
8708,8
8709,7
8710,5
8711,1
8712,4
8713,4
8714,1
8715,7
8716,7
8717,6
8718,1
8719,0
8720,8
8721,2
8722,1
8723,9
8724,0
8725,5
8726,2
8727,0
8728,3
8729,2
8730,3
8731,1
8732,0
8733,2
8734,3
8735,3
8736,4
8737,8
8738,6
8739,6
8740,5
8741,6
8742,8
8743,2
8744,5
8745,0
8746,7
8747,6
8748,1
8749,2
8750,6
8751,6
8752,2
8753,2
8754,3
8755,1
8756,5
8757,4
8758,0
8759,2
8760,1
8761,6
8762,5
8763,6
8764,9
8765,3
8766,0
8767,4
8768,9
8769,7
8770,4
8771,6
8772,0
8773,3
8774,4
8775,1
8776,7
8777,3
8778,3
8779,3
8780,8
8781,2
8782,1
8783,2
8784,0
8785,6
8786,2
8787,2
8788,0
8789,8
8790,0
8791,0
8792,1
8793,6
8794,0
8795,5
8796,7
8797,3
8798,0
8799,0
8800,6
8801,6
8802,3
8803,6
8804,9
8805,4
8806,6
8807,2
8808,3
8809,2
8810,7
8811,1
8812,1
8813,8
8814,4
8815,4
8816,5
8817,0
8818,1
8819,2
8820,7
8821,5
8822,9
8823,5
8824,3
8825,4
8826,3
8827,1
8828,5
8829,4
8830,5
8831,2
8832,5
8833,9
8834,5
8835,2
8836,6
8837,4
8838,6
8839,1
8840,1
8841,4
8842,3
8843,3
8844,3
8845,0
8846,2
8847,4
8848,7
8849,0
8850,8
8851,6
8852,8
8853,1
8854,6
8855,2
8856,4
8857,7
8858,7
8859,3
8860,9
8861,3
8862,9
8863,1
8864,6
8865,0
8866,2
8867,2
8868,7
8869,8
8870,0
8871,9
8872,5
8873,7
8874,7
8875,1
8876,3
8877,7
8878,3
8879,0
8880,0
8881,4
8882,1
8883,5
8884,1
8885,5
8886,6
8887,6
8888,4
8889,7
8890,6
8891,1
8892,1
8893,7
8894,1
8895,8
8896,3
8897,7
8898,2
8899,0
8900,1
8901,0
8902,9
8903,9
8904,4
8905,7
8906,5
8907,3
8908,6
8909,5
8910,1
8911,5
8912,3
8913,5
8914,1
8915,0
8916,9
8917,4
8918,1
8919,4
8920,0
8921,5
8922,7
8923,5
8924,0
8925,3
8926,7
8927,1
8928,4
8929,0
8930,8
8931,4
8932,3
8933,1
8934,7
8935,2
8936,1
8937,4
8938,3
8939,2
8940,2
8941,3
8942,4
8943,8
8944,1
8945,5
8946,1
8947,8
8948,8
8949,3
8950,1
8951,8
8952,7
8953,4
8954,3
8955,0
8956,4
8957,3
8958,2
8959,1
8960,7
8961,7
8962,5
8963,3
8964,8
8965,2
8966,4
8967,1
8968,6
8969,9
8970,4
8971,2
8972,4
8973,8
8974,6
8975,8
8976,8
8977,6
8978,2
8979,4
8980,6
8981,6
8982,3
8983,2
8984,6
8985,3
8986,9
8987,8
8988,9
8989,3
8990,5
8991,7
8992,1
8993,4
8994,9
8995,2
8996,6
8997,7
8998,6
8999,5
9000,8
9001,4
9002,0
9003,5
9004,3
9005,8
9006,7
9007,9
9008,6
9009,8
9010,6
9011,3
9012,3
9013,1
9014,7
9015,3
9016,6
9017,0
9018,1
9019,1
9020,1
9021,7
9022,8
9023,0
9024,0
9025,4
9026,5
9027,0
9028,9
9029,4
9030,0
9031,2
9032,1
9033,8
9034,2
9035,8
9036,4
9037,2
9038,8
9039,0
9040,8
9041,6
9042,2
9043,0
9044,8
9045,0
9046,1
9047,8
9048,5
9049,9
9050,2
9051,1
9052,1
9053,3
9054,3
9055,3
9056,2
9057,1
9058,9
9059,6
9060,2
9061,1
9062,5
9063,6
9064,9
9065,6
9066,4
9067,9
9068,2
9069,0
9070,0
9071,0
9072,0
9073,9
9074,4
9075,1
9076,7
9077,1
9078,6
9079,0
9080,0
9081,7
9082,7
9083,8
9084,4
9085,9
9086,5
9087,2
9088,0
9089,4
9090,0
9091,4
9092,2
9093,1
9094,6
9095,9
9096,3
9097,8
9098,8
9099,6
9100,6
9101,9
9102,7
9103,3
9104,3
9105,7
9106,8
9107,8
9108,0
9109,5
9110,9
9111,4
9112,8
9113,7
9114,3
9115,5
9116,8
9117,1
9118,0
9119,4
9120,5
9121,2
9122,5
9123,4
9124,4
9125,8
9126,9
9127,1
9128,5
9129,2
9130,2
9131,5
9132,7
9133,7
9134,6
9135,7
9136,6
9137,6
9138,2
9139,8
9140,0
9141,0
9142,6
9143,7
9144,1
9145,6
9146,7
9147,4
9148,3
9149,4
9150,4
9151,6
9152,6
9153,3
9154,8
9155,6
9156,4
9157,2
9158,2
9159,4
9160,3
9161,7
9162,5
9163,7
9164,2
9165,3
9166,3
9167,7
9168,9
9169,4
9170,5
9171,0
9172,9
9173,7
9174,8
9175,6
9176,1
9177,6
9178,0
9179,1
9180,8
9181,9
9182,6
9183,2
9184,3
9185,9
9186,4
9187,9
9188,5
9189,7
9190,0
9191,4
9192,4
9193,1
9194,9
9195,9
9196,8
9197,6
9198,2
9199,6
9200,3
9201,0
9202,8
9203,5
9204,2
9205,3
9206,8
9207,5
9208,4
9209,3
9210,6
9211,7
9212,6
9213,7
9214,4
9215,7
9216,0
9217,3
9218,1
9219,0
9220,1
9221,9
9222,7
9223,9
9224,3
9225,5
9226,9
9227,1
9228,1
9229,1
9230,4
9231,8
9232,7
9233,7
9234,2
9235,6
9236,5
9237,8
9238,9
9239,9
9240,0
9241,4
9242,7
9243,6
9244,9
9245,0
9246,8
9247,8
9248,6
9249,2
9250,3
9251,3
9252,2
9253,2
9254,1
9255,5
9256,3
9257,4
9258,5
9259,0
9260,0
9261,7
9262,4
9263,3
9264,5
9265,4
9266,2
9267,4
9268,0
9269,0
9270,0
9271,0
9272,7
9273,1
9274,4
9275,1
9276,0
9277,4
9278,4
9279,1
9280,2
9281,4
9282,5
9283,5
9284,2
9285,1
9286,3
9287,7
9288,4
9289,9
9290,6
9291,5
9292,3
9293,8
9294,2
9295,9
9296,2
9297,7
9298,9
9299,9
9300,7
9301,1
9302,3
9303,3
9304,6
9305,4
9306,8
9307,6
9308,3
9309,3
9310,0
9311,3
9312,9
9313,8
9314,2
9315,3
9316,1
9317,9
9318,7
9319,6
9320,0
9321,7
9322,8
9323,7
9324,2
9325,9
9326,7
9327,1
9328,9
9329,6
9330,2
9331,1
9332,0
9333,4
9334,7
9335,1
9336,4
9337,3
9338,3
9339,2
9340,2
9341,9
9342,8
9343,2
9344,3
9345,5
9346,3
9347,2
9348,3
9349,8
9350,8
9351,4
9352,7
9353,4
9354,0
9355,7
9356,5
9357,3
9358,5
9359,1
9360,1
9361,0
9362,6
9363,9
9364,9
9365,7
9366,6
9367,9
9368,5
9369,9
9370,2
9371,5
9372,9
9373,2
9374,6
9375,4
9376,0
9377,6
9378,3
9379,1
9380,8
9381,6
9382,8
9383,3
9384,0
9385,7
9386,4
9387,8
9388,9
9389,1
9390,9
9391,8
9392,0
9393,7
9394,8
9395,9
9396,0
9397,7
9398,2
9399,0
9400,8
9401,9
9402,5
9403,8
9404,7
9405,7
9406,2
9407,2
9408,0
9409,9
9410,8
9411,7
9412,0
9413,8
9414,6
9415,0
9416,2
9417,5
9418,8
9419,2
9420,6
9421,2
9422,2
9423,4
9424,2
9425,4
9426,7
9427,8
9428,2
9429,7
9430,0
9431,1
9432,8
9433,2
9434,3
9435,4
9436,8
9437,3
9438,8
9439,2
9440,4
9441,3
9442,8
9443,0
9444,6
9445,4
9446,3
9447,3
9448,3
9449,7
9450,7
9451,3
9452,5
9453,2
9454,5
9455,3
9456,7
9457,1
9458,2
9459,3
9460,0
9461,3
9462,7
9463,6
9464,6
9465,6
9466,2
9467,7
9468,4
9469,9
9470,2
9471,4
9472,6
9473,4
9474,9
9475,6
9476,0
9477,4
9478,5
9479,2
9480,6
9481,1
9482,1
9483,6
9484,2
9485,9
9486,3
9487,1
9488,4
9489,0
9490,5
9491,3
9492,6
9493,9
9494,4
9495,7
9496,5
9497,1
9498,4
9499,8
9500,9
9501,0
9502,3
9503,5
9504,3
9505,5
9506,0
9507,1
9508,9
9509,7
9510,2
9511,1
9512,2
9513,7
9514,8
9515,4
9516,7
9517,8
9518,2
9519,1
9520,0
9521,5
9522,2
9523,2
9524,4
9525,7
9526,3
9527,0
9528,0
